user_id,movie_id,rating
6,93,3.0
6,132,3.5
6,128,4.0
6,197,3.5
6,26,3.5
6,185,4.5
6,121,2.5
6,82,3.0
6,53,4.0
6,95,4.0
6,81,5.0
6,106,3.5
6,12,2.5
6,145,5.0
6,57,5.0
6,38,4.0
6,5,2.5
6,192,4.0
6,142,5.0
6,150,4.0
6,149,4.5
6,107,3.5
6,76,3.0
6,40,4.0
6,51,1.5
6,85,4.5
6,59,4.0
6,198,2.5
6,146,5.0
6,63,4.0
6,189,4.5
7,126,5.0
7,118,5.0
7,44,3.0
7,188,3.5
7,91,4.0
7,198,2.5
7,36,4.5
7,185,4.5
7,140,3.0
7,200,4.5
7,48,4.5
7,139,4.5
7,165,5.0
7,16,5.0
7,135,3.0
7,9,5.0
7,20,2.5
7,172,4.0
7,13,5.0
7,2,3.0
7,106,3.5
7,194,4.5
7,162,3.5
7,60,4.5
7,18,4.5
7,39,4.5
7,3,3.0
7,56,4.0
7,130,3.5
7,117,5.0
7,96,5.0
7,187,2.5
7,159,3.0
7,164,5.0
7,158,4.0
7,124,4.0
7,125,4.0
7,5,4.0
7,181,4.5
7,137,3.0
7,142,4.5
7,180,3.5
7,4,4.0
7,163,3.5
7,136,4.0
7,71,5.0
7,138,4.5
7,74,4.0
7,157,4.0
7,129,3.5
7,111,4.5
7,46,3.0
7,28,4.5
7,25,3.0
7,186,5.0
7,175,2.5
7,62,3.0
7,50,4.0
7,146,4.5
7,65,5.0
7,196,4.0
7,69,3.5
7,102,4.0
7,21,3.0
7,170,2.5
7,104,5.0
7,199,3.5
8,21,2.5
8,168,4.5
8,167,4.0
8,195,4.5
8,9,4.0
8,24,4.5
8,104,4.5
8,98,2.5
8,97,4.5
8,142,4.5
8,122,2.5
8,15,2.0
8,164,4.0
8,3,3.0
8,180,4.0
8,44,5.0
8,22,5.0
8,128,4.5
8,112,3.0
8,166,4.5
8,85,5.0
8,145,4.5
8,25,4.0
8,136,2.5
8,11,4.0
8,59,5.0
8,55,4.0
8,146,4.0
8,190,5.0
8,70,2.5
8,12,3.0
8,20,3.5
8,72,3.5
8,140,3.0
8,179,3.0
8,196,4.0
8,46,4.0
8,81,5.0
8,5,4.5
8,54,3.5
8,151,4.5
8,37,3.0
8,102,5.0
8,169,3.0
8,77,2.5
8,42,3.0
8,181,3.5
8,62,3.5
8,173,4.0
8,100,3.0
8,139,4.5
8,186,5.0
8,99,4.0
8,36,4.0
8,200,4.0
8,129,4.0
8,89,2.0
8,14,5.0
8,26,3.5
8,182,4.0
8,60,3.5
8,157,5.0
8,88,3.5
9,116,5.0
9,126,4.5
9,59,4.0
9,92,4.0
9,142,4.5
9,97,4.5
9,111,5.0
9,48,4.0
9,175,3.5
9,150,5.0
9,170,3.0
9,98,4.0
9,22,3.5
9,159,2.5
9,76,4.5
9,64,4.5
9,183,3.0
9,19,4.0
9,188,3.5
9,69,4.0
9,40,4.0
9,189,5.0
9,163,4.5
9,180,4.5
9,100,3.5
9,82,3.5
9,93,4.0
9,28,3.5
9,24,4.5
9,2,3.0
9,79,2.0
9,114,3.5
9,174,2.5
9,70,2.5
9,27,3.5
9,34,4.5
9,23,3.5
9,193,5.0
9,194,3.5
9,115,3.0
9,143,4.5
9,160,5.0
9,132,3.0
9,105,4.0
9,166,5.0
9,7,4.0
9,164,5.0
9,91,4.0
9,196,3.5
9,172,3.5
9,84,4.0
9,99,3.5
9,4,4.0
9,75,2.0
9,106,4.0
9,176,3.0
9,182,4.5
9,63,5.0
9,134,2.5
9,44,3.5
9,179,3.0
9,141,5.0
9,36,4.0
9,181,4.5
9,78,5.0
9,137,3.0
9,127,4.0
9,38,4.0
9,17,4.5
9,43,4.0
10,65,4.5
10,64,4.5
10,185,3.0
10,161,3.5
10,127,4.5
10,153,5.0
10,158,3.5
10,51,3.5
10,118,4.5
10,28,5.0
10,35,3.5
10,78,5.0
10,2,2.0
10,102,3.5
10,86,4.5
10,159,2.5
10,98,2.0
10,85,4.5
10,113,3.0
10,186,4.5
10,111,5.0
10,167,3.5
10,195,5.0
10,190,4.5
10,77,2.5
10,83,5.0
10,155,4.5
10,52,3.0
10,123,3.5
10,81,4.5
10,46,2.5
10,187,4.0
10,82,4.5
10,75,2.0
10,163,4.0
10,126,4.5
10,148,3.5
10,63,4.5
10,84,4.0
10,97,5.0
10,72,3.0
10,101,3.0
10,94,3.5
11,140,3.0
11,47,2.5
11,175,3.0
11,197,4.0
11,141,5.0
11,7,4.5
11,187,3.5
11,119,5.0
11,182,3.0
11,54,4.5
11,113,3.5
11,75,3.5
11,178,3.0
11,18,3.0
11,105,4.0
11,173,4.5
11,128,4.5
11,36,3.5
11,163,3.5
11,78,3.5
11,62,3.5
11,65,3.5
11,169,3.0
11,40,4.0
11,109,4.5
11,97,4.5
11,19,3.5
11,115,3.5
11,154,5.0
11,123,2.5
11,150,4.5
11,103,5.0
11,137,1.5
11,130,3.0
11,108,5.0
11,200,4.5
11,10,3.5
11,93,3.0
11,138,4.5
11,153,4.0
11,22,5.0
11,28,4.0
11,64,4.5
11,91,3.5
11,43,4.0
11,12,2.5
11,145,5.0
11,188,2.5
11,85,5.0
11,111,5.0
11,159,4.0
11,3,2.5
11,26,3.5
11,67,3.5
11,57,3.5
11,131,3.5
11,133,2.5
12,198,3.0
12,174,3.0
12,151,5.0
12,177,4.5
12,129,3.5
12,39,5.0
12,89,1.5
12,7,5.0
12,124,4.5
12,27,2.0
12,76,4.0
12,107,3.0
12,22,4.0
12,30,4.0
12,37,4.5
12,90,4.5
12,80,4.0
12,88,3.5
12,117,4.0
12,53,5.0
12,134,3.0
12,192,5.0
12,185,4.0
12,122,3.5
12,25,4.0
12,113,4.5
12,116,4.0
12,82,3.0
12,18,3.5
12,77,2.5
12,12,3.0
12,187,3.5
12,6,2.5
12,183,4.0
12,166,5.0
12,28,4.0
12,43,5.0
12,63,4.0
12,133,3.0
12,45,3.0
12,142,5.0
12,41,5.0
12,85,4.5
12,144,4.5
12,110,4.0
12,119,5.0
12,60,5.0
12,104,4.5
12,48,5.0
13,8,3.5
13,189,5.0
13,158,3.0
13,51,3.5
13,116,5.0
13,152,4.5
13,110,5.0
13,100,2.5
13,2,2.0
13,181,4.5
13,55,4.5
13,53,5.0
13,72,2.5
13,191,4.5
13,17,4.0
13,148,3.5
13,27,2.0
13,138,3.5
13,48,5.0
13,94,3.5
13,84,3.5
13,197,3.0
13,118,3.5
13,30,4.0
13,68,3.0
13,172,3.0
13,126,5.0
13,136,3.0
13,164,3.0
13,81,5.0
13,153,4.0
13,193,4.5
13,157,5.0
13,101,3.5
13,151,4.0
13,177,3.5
13,90,5.0
13,91,4.0
13,178,3.5
13,159,3.0
13,45,4.5
13,77,3.0
13,198,3.0
13,195,4.5
13,22,4.5
14,30,3.0
14,47,2.5
14,96,4.0
14,178,3.5
14,37,4.0
14,131,3.0
14,100,3.5
14,108,5.0
14,153,3.5
14,36,4.0
14,148,3.5
14,99,2.5
14,109,4.5
14,48,4.0
14,125,5.0
14,163,4.0
14,138,5.0
14,197,4.5
14,166,4.0
14,45,4.0
14,143,4.5
14,43,3.5
14,126,5.0
14,74,3.0
14,191,3.5
14,187,4.0
14,81,5.0
14,116,4.0
14,159,4.0
14,14,3.5
14,92,4.5
14,3,3.5
14,186,3.5
14,35,3.0
14,50,2.0
14,189,5.0
14,144,4.5
14,130,3.0
14,127,4.5
15,22,4.5
15,145,4.0
15,8,2.5
15,195,5.0
15,57,4.0
15,75,4.0
15,9,3.0
15,71,5.0
15,58,3.5
15,138,4.0
15,74,3.0
15,44,4.5
15,118,4.0
15,199,4.0
15,127,3.5
15,141,5.0
15,131,4.0
15,29,4.0
15,147,4.0
15,30,2.5
15,69,2.5
15,140,4.0
15,94,4.0
15,139,4.0
15,11,4.0
15,113,4.0
15,179,3.0
15,56,3.0
15,109,5.0
15,27,2.5
16,90,4.5
16,23,2.5
16,113,4.5
16,31,3.0
16,61,3.0
16,54,5.0
16,189,5.0
16,151,5.0
16,177,2.5
16,200,4.0
16,182,4.0
16,157,4.0
16,162,3.5
16,110,4.0
16,43,4.0
16,158,3.0
16,36,4.0
16,53,3.5
16,183,3.0
16,16,4.0
16,146,3.5
16,191,4.0
16,137,2.5
16,72,5.0
16,153,4.5
16,138,4.0
16,44,3.5
16,83,5.0
16,75,2.5
16,172,4.0
16,147,5.0
16,69,3.0
16,132,3.5
16,25,3.5
16,35,2.5
16,106,4.5
17,180,3.5
17,34,5.0
17,64,5.0
17,38,3.5
17,183,4.0
17,83,5.0
17,198,3.5
17,174,2.5
17,101,2.5
17,126,5.0
17,37,3.0
17,148,4.0
17,162,4.0
17,69,2.5
17,161,4.5
17,107,3.5
17,97,5.0
17,116,5.0
17,20,4.0
17,163,3.5
17,24,4.5
17,104,3.5
17,132,3.5
17,72,3.5
17,95,5.0
17,117,3.5
17,125,3.5
17,84,5.0
18,188,3.5
18,24,4.5
18,200,4.5
18,118,4.0
18,163,3.5
18,171,4.0
18,179,3.5
18,92,3.5
18,17,3.0
18,137,2.5
18,102,4.5
18,56,3.0
18,110,5.0
18,55,3.5
18,127,3.5
18,69,3.0
18,83,5.0
18,73,3.0
18,87,5.0
18,141,4.0
18,148,4.0
18,34,4.5
18,145,5.0
18,125,4.5
18,88,3.5
18,175,4.0
18,13,5.0
18,12,2.5
18,26,2.5
18,161,5.0
18,197,4.5
18,5,3.0
18,32,3.0
18,41,4.0
18,113,3.0
18,117,4.0
18,1,2.0
18,198,2.5
18,52,3.5
18,194,4.5
18,78,5.0
18,167,2.5
18,71,5.0
18,199,3.5
18,93,3.0
18,65,4.5
18,22,4.0
18,96,4.5
18,43,4.0
18,14,4.0
18,190,4.5
18,79,4.0
18,60,4.5
18,196,3.5
18,157,4.0
18,25,3.5
18,164,4.0
18,187,4.0
18,123,4.5
18,20,3.0
18,195,4.0
18,58,3.5
18,133,3.5
18,114,4.5
18,3,3.5
18,136,2.5
18,176,4.0
18,31,4.5
18,109,4.5
18,140,3.0
18,142,5.0
18,19,3.0
18,59,4.5
18,50,4.0
19,27,3.0
19,81,4.0
19,95,4.0
19,77,2.5
19,36,4.0
19,98,3.5
19,193,4.0
19,35,3.0
19,165,4.5
19,174,4.0
19,37,4.5
19,18,3.5
19,136,3.0
19,145,5.0
19,3,3.5
19,157,5.0
19,167,3.5
19,43,4.0
19,113,4.0
19,90,5.0
19,55,4.5
19,161,4.5
19,39,5.0
19,106,4.5
19,158,4.0
19,114,4.5
20,32,3.5
20,151,4.5
20,187,4.0
20,99,2.5
20,90,4.5
20,110,4.5
20,81,5.0
20,36,5.0
20,64,5.0
20,71,4.5
20,166,4.0
20,22,5.0
20,192,5.0
20,142,5.0
20,154,4.0
20,186,3.5
20,156,2.5
20,73,4.0
20,177,4.0
20,7,5.0
20,169,4.0
20,78,5.0
20,53,4.0
20,133,3.5
20,184,5.0
20,131,3.5
20,49,3.5
20,101,2.5
20,76,4.0
20,190,3.5
20,14,3.5
20,62,4.0
20,127,4.5
20,197,4.0
20,29,3.5
20,180,5.0
20,128,4.0
20,153,3.5
20,19,3.5
20,136,3.0
20,4,3.0
20,93,4.0
20,82,3.0
20,34,4.0
20,100,2.0
20,146,5.0
20,108,5.0
20,94,3.5
20,140,4.5
20,45,4.0
20,121,2.0
20,162,3.0
20,5,3.0
20,18,4.0
20,160,4.5
20,68,3.5
20,56,2.5
20,11,5.0
20,16,5.0
20,102,5.0
20,130,4.0
20,74,3.5
20,129,4.0
20,107,3.5
20,109,5.0
20,103,5.0
20,189,5.0
20,40,4.5
21,53,4.0
21,40,5.0
21,138,3.5
21,84,5.0
21,101,3.0
21,151,3.5
21,163,3.5
21,167,3.0
21,175,3.5
21,165,4.0
21,17,3.5
21,80,2.5
21,179,3.0
21,112,1.5
21,62,3.0
21,15,3.0
21,63,5.0
21,23,3.5
21,187,3.0
21,30,3.0
21,117,4.5
21,157,3.5
21,156,3.5
21,185,5.0
21,189,5.0
21,171,4.5
21,169,3.5
21,45,3.0
21,31,3.5
21,4,3.0
21,36,3.5
21,3,2.5
21,42,4.5
21,128,5.0
21,89,2.5
21,134,3.5
21,133,4.5
21,67,4.0
21,43,4.0
21,96,3.5
21,33,4.5
21,69,3.5
21,172,4.5
21,8,3.5
21,86,4.5
21,110,4.5
21,70,3.5
21,135,3.5
21,190,5.0
21,68,3.0
21,148,4.5
21,20,4.0
21,193,3.5
21,180,3.5
21,131,4.0
21,93,4.0
21,177,4.0
21,150,4.5
21,162,3.5
21,95,5.0
21,41,5.0
21,66,4.0
21,27,2.5
21,181,5.0
21,59,4.5
21,146,3.5
21,1,2.5
21,12,2.5
21,192,4.5
21,184,5.0
21,164,4.5
21,121,4.0
21,94,2.5
21,50,2.0
21,118,4.0
21,149,5.0
21,183,4.5
21,120,3.0
22,183,4.0
22,190,4.0
22,168,4.0
22,108,5.0
22,58,3.5
22,83,3.5
22,64,5.0
22,107,4.0
22,185,3.5
22,82,3.5
22,70,3.0
22,20,3.5
22,147,3.5
22,96,3.5
22,31,3.0
22,129,4.0
22,173,5.0
22,14,3.5
22,46,3.5
22,196,2.0
22,133,4.5
22,12,2.0
22,103,4.0
22,18,3.0
22,120,2.0
22,73,3.5
22,80,3.0
22,84,4.5
22,23,3.5
22,142,5.0
22,117,4.0
22,3,2.5
22,95,5.0
22,52,3.0
22,75,2.0
22,145,4.5
22,78,5.0
22,160,5.0
22,63,4.5
22,119,4.5
22,198,3.0
22,152,4.5
22,127,4.0
22,51,3.5
22,140,4.0
22,162,3.5
22,39,4.5
22,2,2.5
22,105,5.0
22,7,4.5
22,60,5.0
22,139,4.0
22,89,3.0
22,169,3.5
22,86,3.5
22,1,1.5
22,97,5.0
22,79,3.0
22,27,3.5
22,53,3.0
22,136,4.5
22,61,3.0
22,197,4.5
22,126,4.0
22,16,5.0
22,37,2.5
22,72,3.0
22,24,5.0
22,179,3.0
22,150,4.5
22,106,4.0
22,187,3.5
22,118,4.0
22,125,4.0
22,192,5.0
22,11,4.0
22,166,4.5
22,13,5.0
23,146,4.5
23,16,5.0
23,112,3.0
23,170,2.0
23,34,5.0
23,61,2.0
23,75,3.0
23,67,3.0
23,81,4.5
23,101,3.0
23,180,4.0
23,189,5.0
23,84,5.0
23,82,3.5
23,116,4.0
23,70,3.0
23,60,5.0
23,20,3.0
23,52,4.0
23,35,3.5
23,150,4.5
23,28,5.0
23,40,4.0
23,179,3.5
23,43,4.5
23,186,3.5
23,120,2.5
23,192,3.5
23,105,5.0
23,31,2.5
23,138,3.5
23,92,2.5
23,54,4.0
23,175,2.5
23,79,3.5
23,119,5.0
23,68,3.0
23,171,5.0
23,24,5.0
23,41,4.5
23,78,3.0
23,155,5.0
23,11,3.5
23,56,2.5
23,188,3.5
23,38,5.0
23,162,4.5
23,64,5.0
23,169,4.0
23,102,5.0
23,132,3.5
23,13,4.5
23,77,3.0
23,193,4.0
23,45,4.0
23,8,3.0
23,104,3.5
24,27,3.0
24,36,3.5
24,32,3.0
24,4,3.5
24,16,5.0
24,57,5.0
24,34,3.0
24,51,3.0
24,103,5.0
24,96,3.0
24,176,3.5
24,162,3.5
24,166,4.0
24,22,5.0
24,150,4.0
24,151,4.0
24,67,3.5
24,20,3.0
24,6,3.5
24,17,3.5
24,193,5.0
24,188,3.5
24,114,5.0
24,33,4.5
24,24,4.0
24,85,5.0
24,198,3.5
24,11,4.0
24,119,5.0
24,13,4.0
24,44,4.0
24,147,3.0
24,111,5.0
24,102,4.0
24,128,4.5
24,8,2.5
24,98,3.0
24,110,4.5
24,45,5.0
24,91,4.0
24,55,4.0
24,48,4.5
24,71,5.0
24,72,3.0
24,115,4.5
24,39,5.0
24,9,5.0
24,63,5.0
24,76,3.5
25,99,3.0
25,36,4.5
25,108,5.0
25,52,5.0
25,165,4.0
25,135,3.0
25,64,4.5
25,162,5.0
25,140,3.5
25,5,4.5
25,98,4.0
25,183,3.5
25,92,4.5
25,123,4.5
25,192,4.5
25,125,4.0
25,89,2.5
25,145,4.0
25,129,3.5
25,83,4.0
25,100,3.0
25,70,2.0
25,47,3.5
25,7,4.0
25,82,3.5
25,153,5.0
25,57,3.5
25,8,3.0
25,72,4.5
25,15,2.0
25,121,4.0
25,136,4.0
25,188,3.0
25,150,5.0
25,60,5.0
25,41,5.0
25,26,3.5
26,189,4.0
26,15,2.5
26,196,3.0
26,57,4.5
26,148,3.0
26,100,2.5
26,91,4.5
26,45,5.0
26,46,3.5
26,61,2.0
26,152,3.5
26,82,4.0
26,179,3.5
26,92,5.0
26,190,5.0
26,8,3.5
26,181,4.5
26,180,4.0
26,194,4.0
26,146,4.5
26,145,5.0
26,37,2.5
26,183,3.0
26,49,2.0
26,127,4.0
26,139,3.5
26,80,2.0
26,193,4.5
26,126,5.0
26,10,3.0
26,24,5.0
26,199,3.5
26,60,5.0
26,155,5.0
26,197,4.0
26,6,4.0
26,135,3.5
26,123,3.0
26,1,3.5
26,85,5.0
26,158,3.0
26,52,4.0
26,34,3.5
26,88,3.5
26,192,4.0
26,83,5.0
26,16,5.0
26,165,4.5
26,38,4.0
26,151,5.0
26,188,3.5
26,29,3.5
26,164,4.0
26,94,3.0
27,170,2.5
27,102,4.0
27,151,4.0
27,26,2.5
27,87,5.0
27,78,5.0
27,83,5.0
27,35,2.5
27,41,3.0
27,188,2.5
27,112,2.5
27,164,4.0
27,125,4.0
27,167,4.0
27,82,4.0
27,45,4.0
27,182,5.0
27,144,4.5
27,178,3.5
27,158,3.0
27,92,4.0
27,58,2.5
27,171,4.0
27,198,3.5
27,185,4.0
27,97,5.0
27,79,4.0
27,76,4.5
27,33,3.5
27,46,1.5
27,1,3.5
27,147,3.0
27,101,3.0
27,146,3.5
27,9,3.0
27,47,3.5
27,155,5.0
27,186,3.5
27,157,2.5
27,57,5.0
27,145,5.0
27,27,2.0
27,128,5.0
27,37,3.0
27,85,5.0
27,20,3.5
27,61,2.0
27,89,3.5
27,163,3.0
27,43,4.0
27,23,3.0
27,86,3.5
27,115,3.5
27,3,3.0
27,68,5.0
27,54,3.5
27,64,3.5
27,18,5.0
27,90,4.5
27,66,3.0
27,28,4.5
27,200,4.5
27,13,5.0
27,99,3.5
27,113,3.5
27,108,5.0
27,177,3.5
27,106,4.0
27,127,4.0
27,175,4.5
27,142,5.0
27,131,5.0
27,197,3.5
27,107,3.5
27,62,3.0
27,168,5.0
27,111,4.5
27,74,3.0
27,84,4.5
27,98,1.5
28,9,4.0
28,76,4.0
28,6,2.5
28,82,3.0
28,67,3.5
28,27,3.5
28,19,3.5
28,88,4.5
28,44,3.5
28,97,3.5
28,42,4.5
28,188,3.0
28,20,3.5
28,141,5.0
28,24,4.5
28,87,4.5
28,153,5.0
28,158,3.5
28,124,5.0
28,181,5.0
28,8,3.0
28,111,5.0
28,168,4.5
28,43,4.5
28,156,3.0
28,112,3.0
28,41,3.5
28,14,3.5
28,26,2.0
28,85,5.0
28,53,3.5
28,49,3.0
28,105,4.5
28,142,4.5
28,139,4.5
28,68,3.5
28,73,2.5
28,77,3.0
28,61,3.0
28,25,3.5
28,13,5.0
28,101,3.0
28,147,4.0
28,187,4.0
28,126,5.0
28,40,4.0
28,173,3.5
28,93,4.0
28,1,2.5
28,110,4.0
28,23,4.0
28,199,4.0
28,123,3.5
28,52,3.5
28,161,5.0
28,7,5.0
28,170,4.5
28,192,5.0
28,75,2.0
28,21,3.5
28,122,3.5
28,30,4.5
28,79,3.0
28,102,4.5
28,121,2.5
28,176,3.5
28,165,4.0
28,186,3.5
28,100,3.0
28,48,5.0
28,95,5.0
29,120,2.0
29,68,4.0
29,58,3.5
29,69,3.0
29,145,5.0
29,16,5.0
29,39,4.5
29,193,4.5
29,179,3.0
29,171,4.5
29,25,3.5
29,22,4.0
29,172,4.5
29,89,2.5
29,139,5.0
29,106,3.5
29,151,4.5
29,59,5.0
29,142,3.5
29,195,4.0
29,100,2.0
29,134,4.5
29,108,5.0
29,138,5.0
29,176,3.0
29,122,3.5
29,147,5.0
29,61,4.0
29,175,4.5
29,77,4.0
29,21,4.0
29,102,5.0
29,9,4.5
29,129,3.0
29,174,2.5
29,133,3.5
29,166,5.0
29,159,3.0
29,38,3.5
29,31,3.5
29,115,4.0
29,45,5.0
29,43,3.5
29,55,4.0
29,50,2.5
29,33,3.0
29,11,4.5
29,109,4.5
30,161,5.0
30,38,4.0
30,153,3.5
30,67,4.5
30,82,4.0
30,187,3.5
30,18,4.0
30,23,3.0
30,100,2.5
30,143,5.0
30,102,5.0
30,142,5.0
30,84,4.0
30,71,3.5
30,134,3.5
30,118,2.5
30,4,3.5
30,180,3.5
30,160,4.5
30,151,3.0
30,186,4.0
30,108,4.5
30,29,3.0
30,107,1.5
30,39,4.5
30,199,4.5
30,146,5.0
30,181,4.5
30,150,4.0
30,26,3.0
30,28,3.5
30,145,5.0
31,138,4.5
31,89,3.5
31,106,3.5
31,68,3.0
31,99,2.5
31,168,4.0
31,125,4.0
31,147,4.0
31,156,3.5
31,122,3.0
31,10,4.0
31,45,4.0
31,71,4.0
31,104,4.0
31,37,1.5
31,159,3.5
31,192,4.5
31,175,3.0
31,178,3.5
31,103,4.5
31,190,3.5
31,102,4.0
31,85,5.0
31,177,3.0
31,61,3.0
31,13,3.5
31,191,3.5
31,69,3.5
31,96,3.0
31,6,4.5
31,87,4.5
31,78,4.5
31,80,3.5
31,72,4.5
31,126,4.5
31,26,2.5
31,59,4.5
31,35,3.0
31,77,3.0
31,114,4.0
31,83,3.5
31,173,5.0
31,107,2.5
31,155,2.5
31,23,4.0
31,49,3.5
31,161,3.0
31,55,3.5
31,105,5.0
31,194,5.0
31,133,4.0
31,172,3.5
31,15,2.5
31,132,3.5
31,41,4.0
31,17,3.5
31,195,4.5
31,130,3.0
31,187,3.5
31,163,4.0
31,135,3.5
31,8,3.0
31,189,4.5
31,50,2.0
31,52,4.0
31,148,3.5
31,64,4.5
31,9,5.0
31,117,4.5
31,183,3.0
31,93,3.0
31,51,4.0
31,188,3.0
31,48,3.5
31,198,3.5
32,96,3.5
32,126,5.0
32,153,5.0
32,115,4.0
32,46,4.0
32,122,3.5
32,151,5.0
32,142,4.5
32,90,4.5
32,89,2.0
32,42,4.5
32,67,3.5
32,177,4.0
32,24,4.0
32,73,3.0
32,8,4.5
32,99,3.0
32,13,4.5
32,190,5.0
32,147,3.5
32,55,4.5
32,57,4.0
32,166,5.0
32,58,3.0
32,174,4.0
32,53,5.0
32,69,4.5
32,167,3.5
32,105,5.0
32,132,3.0
32,6,3.0
32,3,3.5
32,195,4.5
32,34,4.0
32,178,5.0
33,65,3.5
33,156,3.5
33,79,3.5
33,183,3.5
33,182,3.0
33,165,4.0
33,71,5.0
33,109,5.0
33,97,4.0
33,90,4.0
33,118,4.5
33,200,5.0
33,56,3.0
33,120,3.0
33,78,4.5
33,174,3.0
33,134,4.0
33,160,5.0
33,102,5.0
33,150,5.0
33,27,4.0
33,2,2.5
33,131,4.5
33,170,3.0
33,96,4.0
33,144,4.5
33,166,4.0
33,153,5.0
33,199,3.5
33,73,3.0
33,77,3.0
33,28,4.0
33,124,5.0
33,17,3.0
34,168,5.0
34,183,3.0
34,167,3.5
34,77,4.5
34,49,2.5
34,39,4.5
34,133,4.0
34,62,4.0
34,15,3.0
34,154,5.0
34,104,5.0
34,170,4.0
34,82,3.5
34,175,3.5
34,36,4.5
34,185,5.0
34,7,5.0
34,200,4.0
34,128,5.0
34,76,3.5
34,67,2.0
34,108,5.0
34,190,4.5
34,100,2.5
34,10,3.5
34,150,5.0
34,147,4.5
34,196,3.5
34,88,4.5
34,57,4.5
34,137,3.5
34,164,5.0
34,122,2.5
34,92,4.5
34,130,3.5
34,197,5.0
35,76,3.5
35,25,5.0
35,121,3.0
35,33,4.0
35,190,4.5
35,67,3.0
35,186,4.0
35,144,3.0
35,47,2.0
35,175,2.5
35,86,4.5
35,168,5.0
35,23,3.5
35,57,4.5
35,91,4.0
35,58,4.0
35,79,2.0
35,108,5.0
35,85,5.0
